,pa_id,poi_common_id,poi_name,poi_branch,poi_addr_city,poi_postcode,poi_city,poi_addr_street,poi_addr_housenumber,poi_conscriptionnumber,poi_geom,original,poi_website,poi_description,poi_fuel_adblue,poi_fuel_octane_100,poi_fuel_octane_98,poi_fuel_octane_95,poi_fuel_diesel_gtl,poi_fuel_diesel,poi_fuel_lpg,poi_fuel_e85,poi_rent_lpg_bottles,poi_compressed_air,poi_restaurant,poi_food,poi_truck,poi_ref,poi_additional_ref,poi_phone,poi_email,poi_authentication_app,poi_authentication_none,poi_authentication_membership_card,poi_capacity,poi_fee,poi_parking_fee,poi_motorcar,poi_socket_chademo,poi_socket_chademo_output,poi_socket_type2_combo,poi_socket_type2_combo_output,poi_socket_type2_cable,poi_socket_type2_cable_output,poi_socket_type2,poi_socket_type2_output,poi_manufacturer,poi_model,poi_opening_hours_nonstop,poi_opening_hours_mo_open,poi_opening_hours_tu_open,poi_opening_hours_we_open,poi_opening_hours_th_open,poi_opening_hours_fr_open,poi_opening_hours_sa_open,poi_opening_hours_su_open,poi_opening_hours_mo_close,poi_opening_hours_tu_close,poi_opening_hours_we_close,poi_opening_hours_th_close,poi_opening_hours_fr_close,poi_opening_hours_sa_close,poi_opening_hours_su_close,poi_opening_hours_summer_mo_open,poi_opening_hours_summer_tu_open,poi_opening_hours_summer_we_open,poi_opening_hours_summer_th_open,poi_opening_hours_summer_fr_open,poi_opening_hours_summer_sa_open,poi_opening_hours_summer_su_open,poi_opening_hours_summer_mo_close,poi_opening_hours_summer_tu_close,poi_opening_hours_summer_we_close,poi_opening_hours_summer_th_close,poi_opening_hours_summer_fr_close,poi_opening_hours_summer_sa_close,poi_opening_hours_summer_su_close,poi_opening_hours_lunch_break_start,poi_opening_hours_lunch_break_stop,poi_public_holiday_open,poi_opening_hours,poi_lat,poi_lon,poi_created,poi_updated,poi_deleted,pc_id,poi_common_name,poi_type,poi_tags,poi_url_base,poi_code,poi_search_name,poi_search_avoid_name,preserve_original_name,preserve_original_post_code,export_poi_name,do_not_export_addr_tags,osm_search_distance_perfect,osm_search_distance_safe,osm_search_distance_unsafe,additional_ref_name,osm_id,osm_node,osm_version,osm_changeset,osm_timestamp,osm_live_tags,osm_nodes,poi_distance,poi_new
48700,6150,19,,,23,1012,Budapest,Kosciuszkó Tádé utca,5,,POINT (47.49665 19.02851),"1012 Budapest, Kosciuszkó Tádé utca 5.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.496588,19.0292569615942,2023-01-11 16:07:24.214367+00:00,,,19,Katasztrófavédelmi Őrs,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'local_station'}",https://www.katasztrofavedelem.hu,hufirelsta,(katasztrófavédelmi|örs),,True,False,True,False,2000.0,500.0,300.0,,216230142,OSM_object_type.way,8,0,2020-05-12 21:34:37.000000,"{'addr:city': 'Budapest', 'addr:housenumber': '5', 'addr:postcode': '1012', 'addr:street': 'Kosciuszkó Tádé utca', 'amenity': 'fire_station', 'building': 'yes', 'name': 'Budavári Katasztrófavédelmi Őrs', 'phone': '+36 1 459 2302'}","[2255805450, 2255805453, 2255805454, 2255805434, 2255805433, 4177303878, 4177303882, 2255805459, 2255805461, 2255805450]",0,False
48728,3253,19,,,2301,5650,Mezőberény,Liget tér,2/A,,POINT (46.82372 21.03366),"5650 Mezőberény, Liget tér 2/a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.824305800000005,21.03356407761992,2023-01-11 16:07:24.214367+00:00,,,19,Katasztrófavédelmi Őrs,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'local_station'}",https://www.katasztrofavedelem.hu,hufirelsta,(katasztrófavédelmi|örs),,True,False,True,False,2000.0,500.0,300.0,,206244475,OSM_object_type.way,2,0,2019-01-02 18:48:55.000000,"{'amenity': 'fire_station', 'building': 'yes'}","[2162466188, 2162466183, 2162466187, 2162466190, 2162466188]",46.99989843,False
48729,2599,19,,,2417,6120,Kiskunmajsa,Arany János utca,2,,POINT (46.49339 19.73048),6120 Kiskunmajsa Arany János út 2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.49339,19.73048,2023-01-11 16:07:24.214367+00:00,,,19,Katasztrófavédelmi Őrs,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'local_station'}",https://www.katasztrofavedelem.hu,hufirelsta,(katasztrófavédelmi|örs),,True,False,True,False,2000.0,500.0,300.0,,,,,,2023-01-12 10:23:54.934945,,,,True
48730,2590,19,,,2441,6320,Solt,Rév utca,4,,POINT (46.80017 19.00031),"6320 Solt, Rév utca 4.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.80017,19.00031,2023-01-11 16:07:24.214367+00:00,,,19,Katasztrófavédelmi Őrs,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'local_station'}",https://www.katasztrofavedelem.hu,hufirelsta,(katasztrófavédelmi|örs),,True,False,True,False,2000.0,500.0,300.0,,,,,,2023-01-12 10:23:54.934945,,,,True
48731,2594,19,,,2506,6527,Nagybaracska,Szabadság tér,8,,POINT (46.04156 18.90277),"6527 Nagybaracska, Szabadság tér 8.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.04156,18.90277,2023-01-11 16:07:24.214367+00:00,,,19,Katasztrófavédelmi Őrs,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'local_station'}",https://www.katasztrofavedelem.hu,hufirelsta,(katasztrófavédelmi|örs),,True,False,True,False,2000.0,500.0,300.0,,,,,,2023-01-12 10:23:54.934945,,,,True
48732,3689,19,,,2566,6760,Kistelek,Petőfi Sándor utca,53-55,,POINT (46.46354 19.98579),"6760 Kistelek, Petőfi Sándor utca 53-55.",,,,,,,,,,,,,,,,,,,kistelek.pv@katved.gov.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.46354,19.98579,2023-01-11 16:07:24.214367+00:00,,,19,Katasztrófavédelmi Őrs,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'local_station'}",https://www.katasztrofavedelem.hu,hufirelsta,(katasztrófavédelmi|örs),,True,False,True,False,2000.0,500.0,300.0,,,,,,2023-01-12 10:23:54.934945,,,,True
48733,3695,19,,,2588,6786,Ruzsa,Tölgyes utca,7,,POINT (46.29261 19.74965),"6786 Ruzsa, Tölgyes utca 7.",,,,,,,,,,,,,,,,,,,ruzsai.kvo@katved.gov.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.292464300000006,19.749750731239807,2023-01-11 16:07:24.214367+00:00,,,19,Katasztrófavédelmi Őrs,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'local_station'}",https://www.katasztrofavedelem.hu,hufirelsta,(katasztrófavédelmi|örs),,True,False,True,False,2000.0,500.0,300.0,,357620662,OSM_object_type.way,1,0,2015-07-01 06:15:33.000000,"{'addr:city': 'Ruzsa', 'addr:postcode': '6786', 'amenity': 'fire_station', 'building': 'yes'}","[3628275966, 3628275967, 3628275968, 3628275969, 3628275966]",8.73337442,False
48734,5745,19,,,2703,7150,Bonyhád,Táncsics Mihály utca,2,,POINT (46.30098 18.53221),"7150 Bonyhád, Táncsics Mihály utca 2.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.30098,18.53221,2023-01-11 16:07:24.214367+00:00,,,19,Katasztrófavédelmi Őrs,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'local_station'}",https://www.katasztrofavedelem.hu,hufirelsta,(katasztrófavédelmi|örs),,True,False,True,False,2000.0,500.0,300.0,,,,,,2023-01-12 10:23:54.934945,,,,True
48735,3013,19,,,2815,7370,Sásd,Dr. Guzsal Ernő utca,3,,POINT (46.25261 18.10487),"7370 Sásd, Dr. Guzsal Ernő u. 3.",,,,,,,,,,,,,,,,,,,sasd.ugyelet@katved.gov.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.25283595,18.10530195,2023-01-11 16:07:24.214367+00:00,,,19,Katasztrófavédelmi Őrs,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'local_station'}",https://www.katasztrofavedelem.hu,hufirelsta,(katasztrófavédelmi|örs),,True,False,True,False,2000.0,500.0,300.0,,673103960,OSM_object_type.way,2,0,2022-11-19 08:48:24.000000,"{'amenity': 'fire_station', 'building': 'yes', 'roof:shape': 'hipped'}","[6303480198, 6303480193, 6303480203, 6303480199, 6303480198]",30.02923787,False
48736,3002,19,,,3042,7726,Véménd,Szabadság tér,11,,POINT (46.15235 18.62283),"7726 Véménd, Szabadság tér 11.",,,,,,,,,,,,,,,,,,,vemend.ugyelet@katved.gov.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.15235,18.62283,2023-01-11 16:07:24.214367+00:00,,,19,Katasztrófavédelmi Őrs,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'local_station'}",https://www.katasztrofavedelem.hu,hufirelsta,(katasztrófavédelmi|örs),,True,False,True,False,2000.0,500.0,300.0,,,,,,2023-01-12 10:23:54.934945,,,,True
48737,3184,19,,,3095,7773,Villány,Ady Endre fasor,,913/3,POINT (45.8769 18.45498),"7773 Villány, Ady Endre fasor 913/3. hrsz.",,,,,,,,,,,,,,,,,,,villany.ugyelet@katved.gov.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.8769,18.45498,2023-01-11 16:07:24.214367+00:00,,,19,Katasztrófavédelmi Őrs,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'local_station'}",https://www.katasztrofavedelem.hu,hufirelsta,(katasztrófavédelmi|örs),,True,False,True,False,2000.0,500.0,300.0,,,,,,2023-01-12 10:23:54.934945,,,,True
48738,3007,19,,,3227,7960,Sellye,Dráva utca,23,,POINT (45.86986 17.8431),"7960 Sellye, Dráva utca 23.",,,,,,,,,,,,,,,,,,,sellye.ugyelet@katved.gov.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.86986,17.8431,2023-01-11 16:07:24.214367+00:00,,,19,Katasztrófavédelmi Őrs,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'local_station'}",https://www.katasztrofavedelem.hu,hufirelsta,(katasztrófavédelmi|örs),,True,False,True,False,2000.0,500.0,300.0,,,,,,2023-01-12 10:23:54.934945,,,,True
48739,6049,19,,,3772,8749,Zalakaros,,,,POINT (46.56044 17.12288),"8749 Zalakaros, Jegenyesor 8.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.5597504,17.125540750214206,2023-01-11 16:07:24.214367+00:00,,,19,Katasztrófavédelmi Őrs,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'local_station'}",https://www.katasztrofavedelem.hu,hufirelsta,(katasztrófavédelmi|örs),,True,False,True,False,2000.0,500.0,300.0,,123000684,OSM_object_type.way,1,0,2011-07-24 19:24:20.000000,"{'amenity': 'fire_station', 'building': 'yes'}","[1372879659, 1372879655, 1372879657, 1372879648, 1372879653, 1372879676, 1372879673, 1372879661, 1372879659]",198.59940287,False
48740,6050,19,,,3782,8761,Pacsa,Ady Endre utca,9,,POINT (46.72053 17.01662),"8761 Pacsa, Ady Endre utca 9.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.72053,17.01662,2023-01-11 16:07:24.214367+00:00,,,19,Katasztrófavédelmi Őrs,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'local_station'}",https://www.katasztrofavedelem.hu,hufirelsta,(katasztrófavédelmi|örs),,True,False,True,False,2000.0,500.0,300.0,,,,,,2023-01-12 10:23:54.934945,,,,True
48741,6044,19,,,3864,8868,Letenye,Fenyő utca,1,,POINT (46.43372 16.7209),8868 Letenye Fenyő utca 1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.43365805,16.720545773864444,2023-01-11 16:07:24.214367+00:00,,,19,Katasztrófavédelmi Őrs,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'local_station'}",https://www.katasztrofavedelem.hu,hufirelsta,(katasztrófavédelmi|örs),,True,False,True,False,2000.0,500.0,300.0,,636804481,OSM_object_type.way,3,0,2019-08-27 13:08:07.000000,"{'addr:city': 'Letenye', 'addr:housenumber': '1', 'addr:postcode': '8868', 'addr:street': 'Fenyő utca', 'amenity': 'fire_station', 'building': 'yes', 'name': 'Letenyei Katasztrófavédelmi Őrs'}","[6004545359, 6004545360, 6004545361, 6004545362, 6004545359]",0,False
48742,4076,19,,,4076,9090,Pannonhalma,Petőfi utca,8,,POINT (47.54777 17.74882),"9090 Pannonhalma, Petőfi u. 8.",,,,,,,,,,,,,,,,,,,pannonhalma.ors@katved.gov.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.54777,17.74882,2023-01-11 16:07:24.214367+00:00,,,19,Katasztrófavédelmi Őrs,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'local_station'}",https://www.katasztrofavedelem.hu,hufirelsta,(katasztrófavédelmi|örs),,True,False,True,False,2000.0,500.0,300.0,,,,,,2023-01-12 10:23:54.934945,,,,True
48743,4553,19,,,4116,9155,Lébény,Iskola utca,34,,POINT (47.73525 17.38972),"9155 Lébény, Iskola utca 34.",,,,,,,,,,,,,,,,,,+36 96 360 033,ifjrozsabela@citromail.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.73525,17.38972,2023-01-11 16:07:24.214367+00:00,,,19,Katasztrófavédelmi Őrs,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'local_station'}",https://www.katasztrofavedelem.hu,hufirelsta,(katasztrófavédelmi|örs),,True,False,True,False,2000.0,500.0,300.0,,,,,,2023-01-12 10:23:54.934945,,,,True
48744,4145,19,,,4167,9300,Csorna,Bartók Béla út,1,,POINT (47.61041 17.24465),"9300 Csorna, Bartók Béla út 1.",,,,,,,,,,,,,,,,,,,csornaote@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.6105415,17.2444604,2023-01-11 16:07:24.214367+00:00,,,19,Katasztrófavédelmi Őrs,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'local_station'}",https://www.katasztrofavedelem.hu,hufirelsta,(katasztrófavédelmi|örs),,True,False,True,False,2000.0,500.0,300.0,,1743693953,OSM_object_type.node,2,0,2016-05-25 22:45:57.000000,"{'amenity': 'fire_station', 'name': 'Tűzoltóság'}",,20.3917186,False
48745,5822,19,,,4509,9970,Szentgotthárd,Füzesi út,15,,POINT (46.95419 16.2748),"9970 Szentgotthárd, Füzesi út 15.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.95419,16.2748,2023-01-11 16:07:24.214367+00:00,,,19,Katasztrófavédelmi Őrs,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'local_station'}",https://www.katasztrofavedelem.hu,hufirelsta,(katasztrófavédelmi|örs),,True,False,True,False,2000.0,500.0,300.0,,,,,,2023-01-12 10:23:54.934945,,,,True
