,pa_id,poi_common_id,poi_branch,poi_addr_city,poi_postcode,poi_city,poi_addr_street,poi_addr_housenumber,poi_conscriptionnumber,poi_geom,original,poi_website,poi_ref,poi_phone,poi_email,poi_opening_hours_nonstop,poi_opening_hours_mo_open,poi_opening_hours_tu_open,poi_opening_hours_we_open,poi_opening_hours_th_open,poi_opening_hours_fr_open,poi_opening_hours_sa_open,poi_opening_hours_su_open,poi_opening_hours_mo_close,poi_opening_hours_tu_close,poi_opening_hours_we_close,poi_opening_hours_th_close,poi_opening_hours_fr_close,poi_opening_hours_sa_close,poi_opening_hours_su_close,poi_opening_hours_summer_mo_open,poi_opening_hours_summer_tu_open,poi_opening_hours_summer_we_open,poi_opening_hours_summer_th_open,poi_opening_hours_summer_fr_open,poi_opening_hours_summer_sa_open,poi_opening_hours_summer_su_open,poi_opening_hours_summer_mo_close,poi_opening_hours_summer_tu_close,poi_opening_hours_summer_we_close,poi_opening_hours_summer_th_close,poi_opening_hours_summer_fr_close,poi_opening_hours_summer_sa_close,poi_opening_hours_summer_su_close,poi_opening_hours_lunch_break_start,poi_opening_hours_lunch_break_stop,poi_public_holiday_open,poi_opening_hours,poi_good,poi_bad,poi_hash,poi_created,poi_updated,poi_deleted,poi_lat,poi_lon,pc_id,poi_name,poi_type,poi_tags,poi_url_base,poi_code,poi_search_name,preserve_original_name,osm_search_distance_perfect,osm_search_distance_safe,osm_search_distance_unsafe,osm_id,osm_node,osm_version,osm_changeset,osm_timestamp,osm_live_tags,osm_nodes,poi_distance
6307,3528,30,Interspar hipermarket Pécs,2983,7632,Pécs,Siklósi út,37,,POINT (46.0460506 18.2318198),Siklósi út 37.,/uzletek/interspar-hipermarket-pecs-7622-siklosi-ut-37-,8209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,"{not_in_water,street_is_around,street_metaphone_is_around}",{},,2019-11-09 14:10:18.916166+00:00,,,46.0460506,18.2318198,30,Interspar,shop,"{'shop': 'supermarket', 'operator': 'SPAR Magyarország Kereskedelmi Kft.', 'brand': 'Spar', 'brand:wikipedia': 'hu:Spar', 'brand:wikidata': 'Q610492',  'contact:email': 'vevoszolgalat@spar.hu', 'phone': '+36208237727', 'contact:facebook': 'https://www.facebook.com/sparmagyarorszag', 'contact:youtube': 'https://www.youtube.com/channel/UC9tu8COHiy4WkeTIN1k_Y8A', 'contact:instagram': 'https://www.instagram.com/sparmagyarorszag',  'payment:contactless': 'yes', 'payment:mastercard': 'yes', 'payment:visa': 'yes', 'payment:erzsebet': 'yes', 'payment:erzsebet_plus': 'yes', 'payment:edenred_voucher': 'yes', 'payment:edenred_card': 'yes', 'payment:otp_cafeteria': 'yes',  'payment:multipay': 'yes', 'payment:mastercard_electronic': 'yes', 'payment:maestro': 'yes',  'payment:visa_electron': 'yes', 'payment:mastercard_contactless': 'yes', 'payment:otp_bankpont': 'yes',  'payment:american_express': 'yes', 'payment:jcb': 'yes', 'payment:v_pay': 'yes',  'payment:unionpay': 'yes',  'payment:cash': 'yes', }",https://www.spar.hu,husparisup,spar,False,2000.0,200.0,15.0,35096436,OSM_object_type.way,14,0,2019-04-19T15:07:11Z,"{'addr:city': 'Pécs', 'addr:postcode': '7622', 'addr:street': 'Siklósi út', 'website': 'https://www.spar.hu/', 'wheelchair': 'yes', 'toilets:wheelchair': 'yes', 'shop': 'supermarket', 'name': 'Interspar', 'addr:housenumber': '37', 'building': 'retail'}","[411729371, 6416400267, 3893925777, 411729375, 6399583512, 411729378, 6399583516, 3208558771, 411729380, 6416400279, 6416400277, 6416400276, 6416400275, 411729371]",1115.88042101
6308,3536,30,Interspar hipermarket Székesfehérvár,3267,8000,Székesfehérvár,Balatoni út,44-46,,POINT (47.16488 18.40374),Balatoni út 44-46.,/uzletek/interspar-hipermarket-szekesfehervar-8000-balatoni-ut-44-46-,8241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,"{not_in_water,street_is_around,street_metaphone_is_around}",{},,2019-11-09 14:10:18.916166+00:00,,,47.16488,18.40374,30,Interspar,shop,"{'shop': 'supermarket', 'operator': 'SPAR Magyarország Kereskedelmi Kft.', 'brand': 'Spar', 'brand:wikipedia': 'hu:Spar', 'brand:wikidata': 'Q610492',  'contact:email': 'vevoszolgalat@spar.hu', 'phone': '+36208237727', 'contact:facebook': 'https://www.facebook.com/sparmagyarorszag', 'contact:youtube': 'https://www.youtube.com/channel/UC9tu8COHiy4WkeTIN1k_Y8A', 'contact:instagram': 'https://www.instagram.com/sparmagyarorszag',  'payment:contactless': 'yes', 'payment:mastercard': 'yes', 'payment:visa': 'yes', 'payment:erzsebet': 'yes', 'payment:erzsebet_plus': 'yes', 'payment:edenred_voucher': 'yes', 'payment:edenred_card': 'yes', 'payment:otp_cafeteria': 'yes',  'payment:multipay': 'yes', 'payment:mastercard_electronic': 'yes', 'payment:maestro': 'yes',  'payment:visa_electron': 'yes', 'payment:mastercard_contactless': 'yes', 'payment:otp_bankpont': 'yes',  'payment:american_express': 'yes', 'payment:jcb': 'yes', 'payment:v_pay': 'yes',  'payment:unionpay': 'yes',  'payment:cash': 'yes', }",https://www.spar.hu,husparisup,spar,False,2000.0,200.0,15.0,39165113,OSM_object_type.way,10,0,2019-10-26T06:48:15Z,"{'wheelchair': 'yes', 'addr:street': 'Balatoni út', 'website': 'https://www.spar.hu/', 'shop': 'supermarket', 'toilets:wheelchair': 'yes', 'name': 'INTERSPAR', 'building': 'retail'}","[469128787, 2268656840, 2268656810, 2268656920, 2268656899, 469128786, 469128789, 469128788, 469128787]",62.63523764
6309,3535,30,Interspar hipermarket Székesfehérvár,3267,8000,Székesfehérvár,Budai út,41,,POINT (47.19118 18.42367),Budai út 41.,/uzletek/interspar-hipermarket-szekesfehervar-8000-budai-ut-41-,8204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,"{not_in_water,street_is_around,street_metaphone_is_around}",{},,2019-11-09 14:10:18.916166+00:00,,,47.19118,18.42367,30,Interspar,shop,"{'shop': 'supermarket', 'operator': 'SPAR Magyarország Kereskedelmi Kft.', 'brand': 'Spar', 'brand:wikipedia': 'hu:Spar', 'brand:wikidata': 'Q610492',  'contact:email': 'vevoszolgalat@spar.hu', 'phone': '+36208237727', 'contact:facebook': 'https://www.facebook.com/sparmagyarorszag', 'contact:youtube': 'https://www.youtube.com/channel/UC9tu8COHiy4WkeTIN1k_Y8A', 'contact:instagram': 'https://www.instagram.com/sparmagyarorszag',  'payment:contactless': 'yes', 'payment:mastercard': 'yes', 'payment:visa': 'yes', 'payment:erzsebet': 'yes', 'payment:erzsebet_plus': 'yes', 'payment:edenred_voucher': 'yes', 'payment:edenred_card': 'yes', 'payment:otp_cafeteria': 'yes',  'payment:multipay': 'yes', 'payment:mastercard_electronic': 'yes', 'payment:maestro': 'yes',  'payment:visa_electron': 'yes', 'payment:mastercard_contactless': 'yes', 'payment:otp_bankpont': 'yes',  'payment:american_express': 'yes', 'payment:jcb': 'yes', 'payment:v_pay': 'yes',  'payment:unionpay': 'yes',  'payment:cash': 'yes', }",https://www.spar.hu,husparisup,spar,False,2000.0,200.0,15.0,211944203,OSM_object_type.way,10,0,2019-07-23T04:54:28Z,"{'addr:postcode': '8000', 'addr:street': 'Budai út', 'name': 'Interspar', 'building': 'yes', 'shop': 'supermarket'}","[2218677354, 2218677319, 2218677334, 5929105904, 2218677359, 2218677403, 2218677356, 2218677373, 2218677345, 2218677384, 2218677380, 2218677388, 2218677376, 2218677342, 2218677352, 2218677350, 2218677347, 2218677360, 2218677336, 2218677355, 2218677357, 2218677358, 2218677362, 2218677399, 2218677393, 2218677369, 2218677340, 2218677396, 2218677338, 2218677344, 2218677400, 2218677361, 2218677391, 2218677366, 2218677354]",35.42673441
6310,3538,30,Interspar hipermarket Veszprém,3368,8200,Veszprém,Dornyai Béla utca,4,,POINT (47.08457 17.9259),Dornyai Béla utca 4.,/uzletek/interspar-hipermarket-veszprem-8200-dornyai-bela-utca-4-,8216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,"{not_in_water,street_is_around,street_metaphone_is_around}",{},,2019-11-09 14:10:18.916166+00:00,,,47.08457,17.9259,30,Interspar,shop,"{'shop': 'supermarket', 'operator': 'SPAR Magyarország Kereskedelmi Kft.', 'brand': 'Spar', 'brand:wikipedia': 'hu:Spar', 'brand:wikidata': 'Q610492',  'contact:email': 'vevoszolgalat@spar.hu', 'phone': '+36208237727', 'contact:facebook': 'https://www.facebook.com/sparmagyarorszag', 'contact:youtube': 'https://www.youtube.com/channel/UC9tu8COHiy4WkeTIN1k_Y8A', 'contact:instagram': 'https://www.instagram.com/sparmagyarorszag',  'payment:contactless': 'yes', 'payment:mastercard': 'yes', 'payment:visa': 'yes', 'payment:erzsebet': 'yes', 'payment:erzsebet_plus': 'yes', 'payment:edenred_voucher': 'yes', 'payment:edenred_card': 'yes', 'payment:otp_cafeteria': 'yes',  'payment:multipay': 'yes', 'payment:mastercard_electronic': 'yes', 'payment:maestro': 'yes',  'payment:visa_electron': 'yes', 'payment:mastercard_contactless': 'yes', 'payment:otp_bankpont': 'yes',  'payment:american_express': 'yes', 'payment:jcb': 'yes', 'payment:v_pay': 'yes',  'payment:unionpay': 'yes',  'payment:cash': 'yes', }",https://www.spar.hu,husparisup,spar,False,2000.0,200.0,15.0,278658218,OSM_object_type.way,6,0,2019-10-28T11:29:45Z,"{'wheelchair': 'yes', 'website': 'https://www.spar.hu/', 'shop': 'supermarket', 'toilets:wheelchair': 'yes', 'name': 'INTERSPAR', 'building': 'retail'}","[2829870831, 2829810189, 2829810196, 2829870812, 2829870816, 2829870838, 2829870836, 2829870834, 2829870829, 2829870837, 2829870831]",9.42431581
6311,3522,30,Interspar hipermarket Keszthely,3492,8360,Keszthely,Tapolcai út,37,,POINT (46.77389 17.2674),Tapolcai út 37.,/uzletek/interspar-hipermarket-keszthely-8360-tapolcai-ut-37-,8225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,"{not_in_water,street_is_around,street_metaphone_is_around}",{},,2019-11-09 14:10:18.916166+00:00,,,46.77389,17.2674,30,Interspar,shop,"{'shop': 'supermarket', 'operator': 'SPAR Magyarország Kereskedelmi Kft.', 'brand': 'Spar', 'brand:wikipedia': 'hu:Spar', 'brand:wikidata': 'Q610492',  'contact:email': 'vevoszolgalat@spar.hu', 'phone': '+36208237727', 'contact:facebook': 'https://www.facebook.com/sparmagyarorszag', 'contact:youtube': 'https://www.youtube.com/channel/UC9tu8COHiy4WkeTIN1k_Y8A', 'contact:instagram': 'https://www.instagram.com/sparmagyarorszag',  'payment:contactless': 'yes', 'payment:mastercard': 'yes', 'payment:visa': 'yes', 'payment:erzsebet': 'yes', 'payment:erzsebet_plus': 'yes', 'payment:edenred_voucher': 'yes', 'payment:edenred_card': 'yes', 'payment:otp_cafeteria': 'yes',  'payment:multipay': 'yes', 'payment:mastercard_electronic': 'yes', 'payment:maestro': 'yes',  'payment:visa_electron': 'yes', 'payment:mastercard_contactless': 'yes', 'payment:otp_bankpont': 'yes',  'payment:american_express': 'yes', 'payment:jcb': 'yes', 'payment:v_pay': 'yes',  'payment:unionpay': 'yes',  'payment:cash': 'yes', }",https://www.spar.hu,husparisup,spar,False,2000.0,200.0,15.0,171936722,OSM_object_type.way,10,0,2019-08-02T12:06:07Z,"{'addr:housenumber': '37', 'opening_hours': 'Mo-Sa 06:00-22:00; Su 08:00-19:00', 'shop': 'supermarket', 'operator:address': '2060 Bicske, Spar út', 'website': 'https://www.spar.hu/', 'addr:country': 'HU', 'addr:city': 'Keszthely', 'addr:postcode': '8360', 'addr:street': 'Tapolcai út', 'ref:vatin': 'HU10485824', 'operator': 'Spar Magyarország Kft.', 'toilets:wheelchair': 'yes', 'wheelchair': 'yes', 'ref': '5250', 'name': 'Interspar', 'building': 'retail', 'ref:vatin:hu': '10485824-2-07'}","[1828948239, 1828948234, 1828952593, 1828948258, 1828948237, 1828952592, 1828948239]",30.15993848
6312,3527,30,Interspar hipermarket Pápa,3598,8500,Pápa,Celli út,21,,POINT (47.329301 17.456956),Celli út 21.,/uzletek/interspar-hipermarket-papa-8500-celli-ut-21-,8231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,"{not_in_water,street_is_around,street_metaphone_is_around}",{},,2019-11-09 14:10:18.916166+00:00,,,47.329301,17.456956,30,Interspar,shop,"{'shop': 'supermarket', 'operator': 'SPAR Magyarország Kereskedelmi Kft.', 'brand': 'Spar', 'brand:wikipedia': 'hu:Spar', 'brand:wikidata': 'Q610492',  'contact:email': 'vevoszolgalat@spar.hu', 'phone': '+36208237727', 'contact:facebook': 'https://www.facebook.com/sparmagyarorszag', 'contact:youtube': 'https://www.youtube.com/channel/UC9tu8COHiy4WkeTIN1k_Y8A', 'contact:instagram': 'https://www.instagram.com/sparmagyarorszag',  'payment:contactless': 'yes', 'payment:mastercard': 'yes', 'payment:visa': 'yes', 'payment:erzsebet': 'yes', 'payment:erzsebet_plus': 'yes', 'payment:edenred_voucher': 'yes', 'payment:edenred_card': 'yes', 'payment:otp_cafeteria': 'yes',  'payment:multipay': 'yes', 'payment:mastercard_electronic': 'yes', 'payment:maestro': 'yes',  'payment:visa_electron': 'yes', 'payment:mastercard_contactless': 'yes', 'payment:otp_bankpont': 'yes',  'payment:american_express': 'yes', 'payment:jcb': 'yes', 'payment:v_pay': 'yes',  'payment:unionpay': 'yes',  'payment:cash': 'yes', }",https://www.spar.hu,husparisup,spar,False,2000.0,200.0,15.0,229063446,OSM_object_type.way,6,0,2019-03-26T05:09:02Z,"{'wheelchair': 'yes', 'note': 'Large supermarket, has barbershop, bakery and other small shops inside.', 'operator': 'Interspar', 'shop': 'supermarket', 'toilets:wheelchair': 'limited', 'website': 'https://www.spar.hu/', 'name': 'INTERSPAR', 'building': 'retail'}","[2377001292, 2377001222, 2377001265, 2377001267, 2377001199, 2377001273, 2377001314, 2377001236, 2377001260, 2377001219, 2377001240, 2377001202, 2377001184, 2377001318, 2377001195, 2377001185, 2377001277, 2377001216, 2377001292]",30.82683656
6313,3524,30,Interspar hipermarket Nagykanizsa,3830,8800,Nagykanizsa,Táborhely utca,4,,POINT (46.45345 17.0112),Táborhely utca 4.,/uzletek/interspar-hipermarket-nagykanizsa-8800-taborhely-utca-4-,8238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,"{not_in_water,street_is_around,street_metaphone_is_around}",{},,2019-11-09 14:10:18.916166+00:00,,,46.4530467002667,17.0123046,30,Interspar,shop,"{'shop': 'supermarket', 'operator': 'SPAR Magyarország Kereskedelmi Kft.', 'brand': 'Spar', 'brand:wikipedia': 'hu:Spar', 'brand:wikidata': 'Q610492',  'contact:email': 'vevoszolgalat@spar.hu', 'phone': '+36208237727', 'contact:facebook': 'https://www.facebook.com/sparmagyarorszag', 'contact:youtube': 'https://www.youtube.com/channel/UC9tu8COHiy4WkeTIN1k_Y8A', 'contact:instagram': 'https://www.instagram.com/sparmagyarorszag',  'payment:contactless': 'yes', 'payment:mastercard': 'yes', 'payment:visa': 'yes', 'payment:erzsebet': 'yes', 'payment:erzsebet_plus': 'yes', 'payment:edenred_voucher': 'yes', 'payment:edenred_card': 'yes', 'payment:otp_cafeteria': 'yes',  'payment:multipay': 'yes', 'payment:mastercard_electronic': 'yes', 'payment:maestro': 'yes',  'payment:visa_electron': 'yes', 'payment:mastercard_contactless': 'yes', 'payment:otp_bankpont': 'yes',  'payment:american_express': 'yes', 'payment:jcb': 'yes', 'payment:v_pay': 'yes',  'payment:unionpay': 'yes',  'payment:cash': 'yes', }",https://www.spar.hu,husparisup,spar,False,2000.0,200.0,15.0,2098034290,OSM_object_type.node,9,0,2019-03-26T05:04:35Z,"{'name:it': 'Interspar', 'opening_hours': 'Mo-Sa 06:00-22:00; Su 08:00-19:00', 'name': 'INTERSPAR', 'website': 'https://www.spar.hu/', 'shop': 'supermarket'}",,95.76904386
6314,3539,30,Interspar hipermarket Zalaegerszeg,3900,8900,Zalaegerszeg,Ola utca,1,,POINT (46.84764 16.8339),Ola utca 1.,/uzletek/interspar-hipermarket-zalaegerszeg-8900-ola-utca-1-,8205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,"{not_in_water,street_is_around,street_metaphone_is_around}",{},,2019-11-09 14:10:18.916166+00:00,,,46.84764,16.8339,30,Interspar,shop,"{'shop': 'supermarket', 'operator': 'SPAR Magyarország Kereskedelmi Kft.', 'brand': 'Spar', 'brand:wikipedia': 'hu:Spar', 'brand:wikidata': 'Q610492',  'contact:email': 'vevoszolgalat@spar.hu', 'phone': '+36208237727', 'contact:facebook': 'https://www.facebook.com/sparmagyarorszag', 'contact:youtube': 'https://www.youtube.com/channel/UC9tu8COHiy4WkeTIN1k_Y8A', 'contact:instagram': 'https://www.instagram.com/sparmagyarorszag',  'payment:contactless': 'yes', 'payment:mastercard': 'yes', 'payment:visa': 'yes', 'payment:erzsebet': 'yes', 'payment:erzsebet_plus': 'yes', 'payment:edenred_voucher': 'yes', 'payment:edenred_card': 'yes', 'payment:otp_cafeteria': 'yes',  'payment:multipay': 'yes', 'payment:mastercard_electronic': 'yes', 'payment:maestro': 'yes',  'payment:visa_electron': 'yes', 'payment:mastercard_contactless': 'yes', 'payment:otp_bankpont': 'yes',  'payment:american_express': 'yes', 'payment:jcb': 'yes', 'payment:v_pay': 'yes',  'payment:unionpay': 'yes',  'payment:cash': 'yes', }",https://www.spar.hu,husparisup,spar,False,2000.0,200.0,15.0,109789426,OSM_object_type.way,10,0,2019-03-26T02:56:28Z,"{'wheelchair': 'yes', 'website': 'https://www.spar.hu/', 'shop': 'supermarket', 'wheelchair:description': 'Nyitvatartás h-sz 06-22, bejárat szélessége 2x110 cm-es szárnyú, fotocellás ajtó, bejárat: padlószinti, küszöb nélküli kialakítás, kerekesszékkel megközelíthető, mozgássérült WC van, mozgássérült parkolók száma: 6 db, legkisebb járdaszélesség: 1,40 m.', 'name': 'InterSpar', 'building': 'retail'}","[1255834699, 2183136016, 2183136030, 2183136018, 2183136026, 2183135971, 2183135989, 2183135964, 2183136041, 1255834575, 1255834666, 1255834735, 2183136025, 2183135959, 2183135996, 1255834766, 2183136036, 1255834803, 1255834605, 1255834699]",26.74623201
6315,3520,30,Interspar hipermarket Győr,4051,9022,Győr,Budai út,1,,POINT (47.69119 17.64552),Budai út 1.,/uzletek/interspar-hipermarket-gyr-9027-budai-ut-1-,8226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,"{not_in_water,street_is_around,street_metaphone_is_around}",{},,2019-11-09 14:10:18.916166+00:00,,,47.69119,17.64552,30,Interspar,shop,"{'shop': 'supermarket', 'operator': 'SPAR Magyarország Kereskedelmi Kft.', 'brand': 'Spar', 'brand:wikipedia': 'hu:Spar', 'brand:wikidata': 'Q610492',  'contact:email': 'vevoszolgalat@spar.hu', 'phone': '+36208237727', 'contact:facebook': 'https://www.facebook.com/sparmagyarorszag', 'contact:youtube': 'https://www.youtube.com/channel/UC9tu8COHiy4WkeTIN1k_Y8A', 'contact:instagram': 'https://www.instagram.com/sparmagyarorszag',  'payment:contactless': 'yes', 'payment:mastercard': 'yes', 'payment:visa': 'yes', 'payment:erzsebet': 'yes', 'payment:erzsebet_plus': 'yes', 'payment:edenred_voucher': 'yes', 'payment:edenred_card': 'yes', 'payment:otp_cafeteria': 'yes',  'payment:multipay': 'yes', 'payment:mastercard_electronic': 'yes', 'payment:maestro': 'yes',  'payment:visa_electron': 'yes', 'payment:mastercard_contactless': 'yes', 'payment:otp_bankpont': 'yes',  'payment:american_express': 'yes', 'payment:jcb': 'yes', 'payment:v_pay': 'yes',  'payment:unionpay': 'yes',  'payment:cash': 'yes', }",https://www.spar.hu,husparisup,spar,False,2000.0,200.0,15.0,,,,,2019-11-10T14:20:01Z,,,
6316,3519,30,Interspar hipermarket Győr,4052,9023,Győr,Fehérvári út,3,,POINT (47.68765 17.64882),Fehérvári út 3.,/uzletek/interspar-hipermarket-gyr-9023-fehervari-ut-3-,8201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,"{not_in_water,street_is_around,street_metaphone_is_around}",{},,2019-11-09 14:10:18.916166+00:00,,,47.68765,17.64882,30,Interspar,shop,"{'shop': 'supermarket', 'operator': 'SPAR Magyarország Kereskedelmi Kft.', 'brand': 'Spar', 'brand:wikipedia': 'hu:Spar', 'brand:wikidata': 'Q610492',  'contact:email': 'vevoszolgalat@spar.hu', 'phone': '+36208237727', 'contact:facebook': 'https://www.facebook.com/sparmagyarorszag', 'contact:youtube': 'https://www.youtube.com/channel/UC9tu8COHiy4WkeTIN1k_Y8A', 'contact:instagram': 'https://www.instagram.com/sparmagyarorszag',  'payment:contactless': 'yes', 'payment:mastercard': 'yes', 'payment:visa': 'yes', 'payment:erzsebet': 'yes', 'payment:erzsebet_plus': 'yes', 'payment:edenred_voucher': 'yes', 'payment:edenred_card': 'yes', 'payment:otp_cafeteria': 'yes',  'payment:multipay': 'yes', 'payment:mastercard_electronic': 'yes', 'payment:maestro': 'yes',  'payment:visa_electron': 'yes', 'payment:mastercard_contactless': 'yes', 'payment:otp_bankpont': 'yes',  'payment:american_express': 'yes', 'payment:jcb': 'yes', 'payment:v_pay': 'yes',  'payment:unionpay': 'yes',  'payment:cash': 'yes', }",https://www.spar.hu,husparisup,spar,False,2000.0,200.0,15.0,121040321,OSM_object_type.way,9,0,2017-12-25T16:16:06Z,"{'toilets:wheelchair': 'limited', 'wheelchair': 'yes', 'name': 'InterSpar Center', 'building': 'retail', 'shop': 'supermarket'}","[1355696707, 1823918265, 1355696674, 1355696702, 2766655864, 1355696715, 1355696707]",0.87175996
6317,3530,30,Interspar hipermarket Sopron,4223,9400,Sopron,Selmeci utca,15-17,,POINT (47.689585 16.583954),Selmeci utca 15-17.,/uzletek/interspar-hipermarket-sopron-9400-selmeci-utca-15-17-,8224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,"{not_in_water,street_is_around,street_metaphone_is_around}",{},,2019-11-09 14:10:18.916166+00:00,,,47.689585,16.583954,30,Interspar,shop,"{'shop': 'supermarket', 'operator': 'SPAR Magyarország Kereskedelmi Kft.', 'brand': 'Spar', 'brand:wikipedia': 'hu:Spar', 'brand:wikidata': 'Q610492',  'contact:email': 'vevoszolgalat@spar.hu', 'phone': '+36208237727', 'contact:facebook': 'https://www.facebook.com/sparmagyarorszag', 'contact:youtube': 'https://www.youtube.com/channel/UC9tu8COHiy4WkeTIN1k_Y8A', 'contact:instagram': 'https://www.instagram.com/sparmagyarorszag',  'payment:contactless': 'yes', 'payment:mastercard': 'yes', 'payment:visa': 'yes', 'payment:erzsebet': 'yes', 'payment:erzsebet_plus': 'yes', 'payment:edenred_voucher': 'yes', 'payment:edenred_card': 'yes', 'payment:otp_cafeteria': 'yes',  'payment:multipay': 'yes', 'payment:mastercard_electronic': 'yes', 'payment:maestro': 'yes',  'payment:visa_electron': 'yes', 'payment:mastercard_contactless': 'yes', 'payment:otp_bankpont': 'yes',  'payment:american_express': 'yes', 'payment:jcb': 'yes', 'payment:v_pay': 'yes',  'payment:unionpay': 'yes',  'payment:cash': 'yes', }",https://www.spar.hu,husparisup,spar,False,2000.0,200.0,15.0,94504489,OSM_object_type.way,7,0,2019-03-29T07:25:55Z,"{'addr:housenumber': '15-17', 'opening_hours': 'Mo-Sa 06:00-22:00;Su 08:00-19:00', 'phone': '+36 20 8238246', 'shop': 'supermarket', 'website': 'https://www.spar.hu/', 'addr:city': 'Sopron', 'addr:postcode': '9400', 'addr:street': 'Selmeci utca', 'toilets:wheelchair': 'yes', 'wheelchair': 'yes', 'name': 'INTERSPAR', 'building': 'retail', 'ref': '5240'}","[1097746732, 3055241792, 3055241791, 1097746736, 3055241796, 3055241798, 3055241799, 3055241797, 1097746717, 3080816958, 3055241795, 3055241793, 3055241794, 3080816952, 3080816951, 1097746720, 1097746732]",0.91269294
6318,3534,30,Interspar hipermarket Szombathely,4353,9700,Szombathely,Újvilág utca,,,POINT (47.214359 16.621832),Újvilág utca,/uzletek/interspar-hipermarket-szombathely-9700-ujvilag-utca,8208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,"{not_in_water,street_is_around,street_metaphone_is_around}",{},,2019-11-09 14:10:18.916166+00:00,,,47.2140143001164,16.6229095,30,Interspar,shop,"{'shop': 'supermarket', 'operator': 'SPAR Magyarország Kereskedelmi Kft.', 'brand': 'Spar', 'brand:wikipedia': 'hu:Spar', 'brand:wikidata': 'Q610492',  'contact:email': 'vevoszolgalat@spar.hu', 'phone': '+36208237727', 'contact:facebook': 'https://www.facebook.com/sparmagyarorszag', 'contact:youtube': 'https://www.youtube.com/channel/UC9tu8COHiy4WkeTIN1k_Y8A', 'contact:instagram': 'https://www.instagram.com/sparmagyarorszag',  'payment:contactless': 'yes', 'payment:mastercard': 'yes', 'payment:visa': 'yes', 'payment:erzsebet': 'yes', 'payment:erzsebet_plus': 'yes', 'payment:edenred_voucher': 'yes', 'payment:edenred_card': 'yes', 'payment:otp_cafeteria': 'yes',  'payment:multipay': 'yes', 'payment:mastercard_electronic': 'yes', 'payment:maestro': 'yes',  'payment:visa_electron': 'yes', 'payment:mastercard_contactless': 'yes', 'payment:otp_bankpont': 'yes',  'payment:american_express': 'yes', 'payment:jcb': 'yes', 'payment:v_pay': 'yes',  'payment:unionpay': 'yes',  'payment:cash': 'yes', }",https://www.spar.hu,husparisup,spar,False,2000.0,200.0,15.0,3564106997,OSM_object_type.node,8,0,2019-03-21T09:58:03Z,"{'addr:housenumber': '54', 'opening_hours': 'Mo-Sa 06:00-22:00; Su 08:00-19:00', 'brand:wikidata': 'Q15820339', 'brand:wikipedia': 'de:Interspar (Österreich)', 'shop': 'supermarket', 'website': 'https://www.spar.hu/', 'addr:city': 'Szombathely', 'addr:postcode': '9700', 'brand': 'Interspar', 'addr:street': 'Újvilág utca', 'operator': 'Spar Magyarorszag', 'toilets:wheelchair': 'yes', 'wheelchair': 'yes', 'name': 'Interspar'}",,89.95804844
